nomi,yil,janr,reyting,distribyutor,byudjet,ichki_daromad,jahon_daromadi
Smallfoot,2018,Adventure,PG,Warner Bros.,80000000.0,66361035.0,137161035.0
Bewitched,2005,Comedy,PG-13,Sony Pictures,80000000.0,63313159.0,131159306.0
The Time Machine,2002,Adventure,PG-13,Dreamworks SKG,80000000.0,56684819.0,98983590.0
The Legend of Zorro,2005,Adventure,PG,Sony Pictures,80000000.0,45575336.0,141475336.0
Little Nicky,2000,Comedy,PG-13,New Line,80000000.0,39442871.0,58270391.0
Surrogates,2009,Action,PG-13,Walt Disney,80000000.0,38577772.0,119668350.0
Evolution,2001,Comedy,PG-13,Dreamworks SKG,80000000.0,38311134.0,98341932.0
The Brothers Grimm,2005,Adventure,PG-13,Miramax/Dimension,80000000.0,37899638.0,105299638.0
The Wild,2006,Adventure,G,Walt Disney,80000000.0,37384046.0,99010667.0
Walking with Dinosaurs,2013,Adventure,PG,20th Century Fox,80000000.0,36076121.0,123386322.0
Thirteen Days,2000,Drama,PG-13,New Line,80000000.0,34566746.0,66554547.0
The Last Witch Hunter,2015,Action,PG-13,Lionsgate,80000000.0,27367660.0,131437876.0
Pompeii,2014,Drama,PG-13,Sony Pictures,80000000.0,23169033.0,108469033.0
Looney Tunes: Back in Action,2003,Adventure,PG,Warner Bros.,80000000.0,20950820.0,54540662.0
Timeline,2003,Adventure,PG-13,Paramount Pictures,80000000.0,19480739.0,26703184.0
Red Planet,2000,Action,PG-13,Warner Bros.,80000000.0,17480890.0,33463969.0
Arthur et les Minimoys,2007,Adventure,PG,Weinstein Co.,80000000.0,15132763.0,113325743.0
A Sound of Thunder,2005,Action,PG-13,Warner Bros.,80000000.0,1900451.0,6300451.0
Journey 2: The Mysterious Island,2012,Adventure,PG,Warner Bros.,79000000.0,103860290.0,318146162.0
Jack and Jill,2011,Comedy,PG,Sony Pictures,79000000.0,74158157.0,150519217.0
A Beautiful Mind,2001,Drama,PG-13,Universal,78000000.0,170708996.0,317668058.0
Cloudy with a Chance of Meatballs 2,2013,Adventure,PG,Sony Pictures,78000000.0,119793567.0,274392649.0
Exorcist: The Beginning,2004,Horror,R,Warner Bros.,78000000.0,41814863.0,43957541.0
The Little Prince,2016,Adventure,PG,Entertainment One,77500000.0,1311213.0,102029819.0
Despicable Me 2,2013,Adventure,PG,Universal,76000000.0,368065385.0,975216835.0
2 Fast 2 Furious,2003,Action,PG-13,Universal,76000000.0,127120058.0,236410607.0
The Secret Life of Pets,2016,Adventure,PG,Universal,75000000.0,368384330.0,886767422.0
Sing,2016,Adventure,PG,Universal,75000000.0,270329045.0,634547945.0
Despicable Me 3,2017,Adventure,PG,Universal,75000000.0,264624300.0,1034520868.0
Ice Age: The Meltdown,2006,Adventure,PG,20th Century Fox,75000000.0,195330621.0,651899282.0
Madagascar,2005,Adventure,PG,Dreamworks SKG,75000000.0,193595521.0,556559566.0
Grown Ups,2010,Comedy,PG-13,Sony Pictures,75000000.0,162001186.0,272223430.0
Shark Tale,2004,Adventure,PG,Dreamworks SKG,75000000.0,161412000.0,371917043.0
X-Men,2000,Action,PG-13,20th Century Fox,75000000.0,157299717.0,296872367.0
Wanted,2008,Action,R,Universal,75000000.0,134508551.0,342416460.0
Christopher Robin,2018,Adventure,PG,Walt Disney,75000000.0,98677443.0,186977443.0
Immortals,2011,Action,R,Relativity,75000000.0,83504017.0,211562435.0
The Terminal,2004,Drama,PG-13,Dreamworks SKG,75000000.0,77073959.0,218673959.0
Constantine,2005,Action,R,Warner Bros.,75000000.0,75976178.0,221594911.0
Monster House,2006,Adventure,PG,Sony Pictures,75000000.0,73661010.0,141267370.0
Vertical Limit,2000,Action,PG-13,Sony Pictures,75000000.0,68473360.0,213500000.0
Charlie Wilson's War,2007,Drama,R,Universal,75000000.0,66661095.0,119512771.0
Be Cool,2005,Comedy,PG-13,MGM,75000000.0,55849401.0,94944017.0
Munich,2005,Drama,R,Universal,75000000.0,47379090.0,131492772.0
Killers,2010,Action,PG-13,Lionsgate,75000000.0,47059963.0,95572749.0
The Man From U.N.C.L.E.,2015,Action,PG-13,Warner Bros.,75000000.0,45445109.0,105445109.0
Tears of the Sun,2003,Action,R,Sony Pictures,75000000.0,43632458.0,85632458.0
Lady in the Water,2006,Drama,PG-13,Warner Bros.,75000000.0,42285169.0,72785169.0
Spanglish,2004,Comedy,PG-13,Sony Pictures,75000000.0,42044321.0,54344321.0
Sucker Punch,2011,Action,PG-13,Warner Bros.,75000000.0,36392502.0,89758389.0
Hostage,2005,Action,R,Miramax,75000000.0,34636443.0,77636443.0
Hollywood Homicide,2003,Action,PG-13,Sony Pictures,75000000.0,30207785.0,50409753.0
Titan A.E.,2000,Adventure,PG,20th Century Fox,75000000.0,22751979.0,36751979.0
Flight of the Phoenix,2004,Adventure,PG-13,20th Century Fox,75000000.0,21009180.0,34009180.0
Monkeybone,2001,Comedy,PG-13,20th Century Fox,75000000.0,5409517.0,5409517.0
Minions,2015,Adventure,PG,Universal,74000000.0,336045770.0,1162781621.0
The Angry Birds Movie,2016,Adventure,PG,Sony Pictures,73000000.0,107509366.0,352829528.0
The Simpsons Movie,2007,Adventure,PG-13,20th Century Fox,72500000.0,183135014.0,527071022.0
Fool's Gold,2008,Adventure,PG-13,Warner Bros.,72500000.0,70231041.0,109362966.0
Funny People,2009,Comedy,R,Universal,72500000.0,51855045.0,71880305.0
The Kingdom,2007,Action,R,Universal,72500000.0,47467250.0,86509602.0
Dr. Dolittle 2,2001,Adventure,PG,20th Century Fox,72000000.0,112950721.0,176101721.0
Jarhead,2005,Drama,R,Universal,72000000.0,62647540.0,96947540.0
Driven,2001,Action,PG-13,Warner Bros.,72000000.0,32616869.0,54616869.0
The Majestic,2001,Drama,PG,Warner Bros.,72000000.0,27796042.0,37306334.0
Two Brothers,2004,Drama,PG,Universal,72000000.0,19176754.0,62176754.0
Shrek 2,2004,Adventure,PG,Dreamworks SKG,70000000.0,441226247.0,937008132.0
Cars,2006,Adventure,G,Walt Disney,70000000.0,244082982.0,461651246.0
xXx,2002,Action,PG-13,Sony Pictures,70000000.0,141930000.0,267200000.0
Ocean’s 8,2018,Action,PG-13,Warner Bros.,70000000.0,139377762.0,296277762.0
Inglourious Basterds,2009,Action,R,Weinstein Co.,70000000.0,120774594.0,316915264.0
S.W.A.T.,2003,Action,PG-13,Sony Pictures,70000000.0,116877597.0,207154748.0
Daddy’s Home 2,2017,Comedy,PG-13,Paramount Pictures,70000000.0,104029443.0,175809810.0
Battle: Los Angeles,2011,Action,PG-13,Sony Pictures,70000000.0,83552429.0,213463976.0
AVP: Alien Vs. Predator,2004,Horror,PG-13,20th Century Fox,70000000.0,80281096.0,172543519.0
War Horse,2011,Drama,PG-13,Walt Disney,70000000.0,79883359.0,156815529.0
We Were Soldiers,2002,Drama,R,Paramount Pictures,70000000.0,78120196.0,114658262.0
The Monuments Men,2014,Drama,PG-13,Sony Pictures,70000000.0,78031620.0,158702748.0
Storks,2016,Adventure,PG,Warner Bros.,70000000.0,72679278.0,174030321.0
Big Fish,2003,Drama,PG-13,Sony Pictures,70000000.0,66432867.0,123954323.0
Underworld: Awakening,2012,Action,R,Sony Pictures,70000000.0,62321039.0,160379930.0
The Lego Ninjago Movie,2017,Adventure,PG,Warner Bros.,70000000.0,59281555.0,122739546.0
Dracula Untold,2014,Action,PG-13,Universal,70000000.0,55991880.0,220241723.0
The Guardian,2006,Action,PG-13,Walt Disney,70000000.0,55011732.0,94973540.0
Wall Street 2: Money Never Sleeps,2010,Drama,PG-13,20th Century Fox,70000000.0,52474616.0,137431619.0
The Dilemma,2011,Comedy,PG-13,Universal,70000000.0,48475290.0,70546865.0
Rumor Has It,2005,Comedy,PG-13,Warner Bros.,70000000.0,42996140.0,88933562.0
Stardust,2007,Adventure,PG-13,Paramount Pictures,70000000.0,38634938.0,137022245.0
The Brave One,2007,Drama,R,Warner Bros.,70000000.0,36793804.0,69792704.0
I Spy,2002,Action,PG-13,Sony Pictures,70000000.0,33561137.0,60279822.0
Bad Company,2002,Action,PG-13,Walt Disney,70000000.0,30157016.0,69157016.0
Doom,2005,Horror,R,Universal,70000000.0,28212337.0,54612337.0
Killer Elite,2011,Action,R,Open Road,70000000.0,25124986.0,65409046.0
Hart's War,2002,Drama,R,MGM,70000000.0,19076815.0,33076815.0
Rollerball,2002,Action,PG-13,MGM,70000000.0,18990542.0,25852508.0
The Legend of Hercules,2014,Adventure,PG-13,Lionsgate,70000000.0,18848538.0,58953319.0
Ballistic: Ecks vs. Sever,2002,Action,R,Warner Bros.,70000000.0,14294842.0,14294842.0
Osmosis Jones,2001,Adventure,PG,Warner Bros.,70000000.0,13596911.0,13596911.0
Legends of Oz: Dorothy’s Return,2014,Adventure,PG,Clarius Entertainment,70000000.0,8462347.0,20107933.0
Agora,2010,Drama,R,Newmarket Films,70000000.0,619423.0,38992292.0
Despicable Me,2010,Adventure,PG,Universal,69000000.0,251513985.0,543464573.0
Dinner for Schmucks,2010,Comedy,PG-13,Paramount Pictures,69000000.0,73026337.0,86796502.0
The Twilight Saga: Eclipse,2010,Drama,PG-13,Summit Entertainment,68000000.0,300531751.0,706102828.0
The Sum of All Fears,2002,Action,PG-13,Paramount Pictures,68000000.0,118471320.0,193500000.0
Ted 2,2015,Comedy,R,Universal,68000000.0,81476385.0,217214143.0
Hall Pass,2011,Comedy,R,Warner Bros.,68000000.0,45060734.0,87173475.0
Dreamcatcher,2003,Drama,R,Warner Bros.,68000000.0,33685268.0,75685268.0
Downsizing,2017,Comedy,R,Paramount Pictures,68000000.0,24449754.0,48681134.0
Doctor Seuss' The Lorax,2012,Adventure,PG,Universal,67500000.0,214030500.0,350976753.0
Abraham Lincoln: Vampire Hunter,2012,Horror,R,20th Century Fox,67500000.0,37519139.0,137489730.0
The Last Legion,2007,Action,PG-13,Weinstein/Dimension,67000000.0,5932060.0,25357771.0
Need for Speed,2014,Action,PG-13,Walt Disney,66000000.0,43568507.0,194169619.0
Lincoln,2012,Drama,PG-13,Walt Disney,65000000.0,182207973.0,273346281.0
Ice Age,2002,Adventure,PG,20th Century Fox,65000000.0,176387405.0,386116343.0
The Santa Clause 2,2002,Adventure,G,Walt Disney,65000000.0,139225854.0,172825854.0
Unbroken,2014,Drama,PG-13,Universal,65000000.0,115637895.0,163527824.0
Spy!,2015,Comedy,R,20th Century Fox,65000000.0,110825712.0,233121406.0
Due Date,2010,Comedy,R,Warner Bros.,65000000.0,100539043.0,211739043.0
Step Brothers,2008,Comedy,R,Sony Pictures,65000000.0,100468793.0,128468793.0
Space Cowboys,2000,Adventure,PG-13,Warner Bros.,65000000.0,90454043.0,128874043.0
Pete’s Dragon,2016,Adventure,PG,Walt Disney,65000000.0,76233151.0,137768975.0
World Trade Center,2006,Drama,PG-13,Paramount Pictures,65000000.0,70278893.0,163295654.0
The Kid,2000,Comedy,PG,Walt Disney,65000000.0,69688384.0,69688384.0
Mona Lisa Smile,2003,Drama,PG-13,Sony Pictures,65000000.0,63803100.0,141205169.0
The Dictator,2012,Comedy,R,Paramount Pictures,65000000.0,59650222.0,180148897.0
Blade: Trinity,2004,Action,R,New Line,65000000.0,52397389.0,131353165.0
We Are Marshall,2006,Drama,PG,Warner Bros.,65000000.0,43545364.0,43545364.0
Resident Evil: Retribution,2012,Action,R,Sony Pictures,65000000.0,42345531.0,238940997.0
Death Race,2008,Action,R,Universal,65000000.0,36316032.0,72516819.0
Proof of Life,2000,Action,R,Warner Bros.,65000000.0,32598931.0,62761005.0
Zathura,2005,Adventure,PG,Sony Pictures,65000000.0,28045540.0,58545540.0
Elektra,2005,Action,PG-13,20th Century Fox,65000000.0,24409722.0,56824633.0
Astro Boy,2009,Adventure,PG,Summit Entertainment,65000000.0,19551067.0,41636243.0
"I, Frankenstein",2014,Action,PG-13,Lionsgate,65000000.0,19075290.0,74575290.0
Sin City: A Dame to Kill For,2014,Action,R,Weinstein Co.,65000000.0,13757804.0,40650842.0
Live by Night,2016,Drama,R,Warner Bros.,65000000.0,10378555.0,21778555.0
Lucky Numbers,2000,Comedy,R,Paramount Pictures,65000000.0,10014234.0,10014234.0
Oliver Twist,2005,Drama,PG-13,Sony/TriStar,65000000.0,2070920.0,26670920.0
Tian jiang xiong shi,2015,Action,R,Lionsgate,65000000.0,74070.0,122519874.0
Little Man,2006,Comedy,PG-13,Sony Pictures,64000000.0,58636047.0,101636047.0
Perfume: The Story of a Murderer,2006,Drama,R,Paramount Pictures,63700000.0,2223293.0,133603463.0
Austin Powers in Goldmember,2002,Comedy,PG-13,New Line,63000000.0,213117789.0,296338663.0
Hop,2011,Adventure,PG,Universal,63000000.0,108085305.0,188657593.0
U-571,2000,Action,PG-13,Universal,62000000.0,77086030.0,127630030.0
The Love Guru,2008,Comedy,PG-13,Paramount Pictures,62000000.0,32235793.0,40159017.0
3000 Miles to Graceland,2001,Drama,R,Warner Bros.,62000000.0,15738632.0,18708848.0
Blades of Glory,2007,Comedy,PG-13,Paramount Pictures,61000000.0,118594548.0,145594548.0
2 Guns,2013,Action,R,Universal,61000000.0,75612460.0,132493015.0
Meet the Fockers,2004,Comedy,PG-13,Universal,60000000.0,279167575.0,516567575.0
The Lego Movie,2014,Adventure,PG,Warner Bros.,60000000.0,257784718.0,457729388.0
Wild Hogs,2007,Comedy,PG-13,Walt Disney,60000000.0,168213584.0,253555383.0
Marley & Me,2008,Comedy,PG,20th Century Fox,60000000.0,143153751.0,247812011.0
Chicken Little,2005,Adventure,G,Walt Disney,60000000.0,135386665.0,310043823.0
Sully,2016,Drama,PG-13,Warner Bros.,60000000.0,125070033.0,238552082.0
Couples Retreat,2009,Comedy,PG-13,Universal,60000000.0,109205660.0,172450423.0
The Italian Job,2003,Adventure,PG-13,Paramount Pictures,60000000.0,106126012.0,176262839.0
Daddy Day Care,2003,Comedy,PG,Sony Pictures,60000000.0,104148781.0,164285587.0
Collateral,2004,Action,R,Dreamworks SKG,60000000.0,100170152.0,217670152.0
Cats & Dogs,2001,Comedy,PG,Warner Bros.,60000000.0,93375151.0,200700000.0
The Scorpion King,2002,Action,PG-13,Universal,60000000.0,90580000.0,165890634.0
Red,2010,Action,PG-13,Summit Entertainment,60000000.0,90380162.0,196439693.0
Starsky & Hutch,2004,Comedy,PG-13,Warner Bros.,60000000.0,88200225.0,170200225.0
Cheaper by the Dozen 2,2005,Adventure,PG,20th Century Fox,60000000.0,82571173.0,135015330.0
Eat Pray Love,2010,Drama,PG-13,Sony Pictures,60000000.0,80574010.0,206598789.0
Jack Reacher,2012,Drama,PG-13,Paramount Pictures,60000000.0,80070736.0,217370736.0
The Family Man,2000,Comedy,PG-13,Universal,60000000.0,75764085.0,124715863.0
Coraline,2009,Adventure,PG,Focus Features,60000000.0,75286229.0,126037057.0
Ladder 49,2004,Action,PG-13,Walt Disney,60000000.0,74541707.0,102332848.0
Kangaroo Jack,2003,Adventure,PG,Warner Bros.,60000000.0,66723216.0,90723216.0
London Has Fallen,2016,Action,R,Focus Features,60000000.0,62524260.0,194094168.0
The Shaggy Dog,2006,Comedy,PG,Walt Disney,60000000.0,61123569.0,87123569.0
Hellboy,2004,Action,PG-13,Sony Pictures,60000000.0,59623958.0,99823958.0
Jack Reacher: Never Go Back,2016,Action,PG-13,Paramount Pictures,60000000.0,58697076.0,160038407.0
Baywatch,2017,Comedy,R,Paramount Pictures,60000000.0,58060186.0,176023296.0
Joy,2015,Drama,PG-13,20th Century Fox,60000000.0,56451232.0,101134059.0
ParaNorman,2012,Adventure,PG,Focus Features,60000000.0,56003051.0,108119662.0
The Tale of Despereaux,2008,Adventure,G,Universal,60000000.0,50877145.0,90482317.0
The Boxtrolls,2014,Adventure,PG,Focus Features,60000000.0,50837305.0,111946251.0
The Tuxedo,2002,Action,PG-13,Dreamworks SKG,60000000.0,50586000.0,104429625.0
Jack Ryan: Shadow Recruit,2014,Action,PG-13,Paramount Pictures,60000000.0,50577412.0,131377412.0
Gangster Squad,2013,Drama,R,Warner Bros.,60000000.0,46000903.0,104100903.0
Smurfs: The Lost Village,2017,Adventure,PG,Sony Pictures,60000000.0,45020282.0,197422438.0
Year One,2009,Comedy,PG-13,Sony Pictures,60000000.0,43337279.0,57604723.0
Edge of Darkness,2010,Drama,R,Warner Bros.,60000000.0,43313890.0,82812456.0
Star Trek: Nemesis,2002,Adventure,PG-13,Paramount Pictures,60000000.0,43254409.0,67312826.0
Reign of Fire,2002,Action,PG-13,Walt Disney,60000000.0,43061982.0,82150183.0
Planet 51,2009,Adventure,PG,Sony Pictures,60000000.0,42194060.0,108996113.0
Invictus,2009,Drama,PG-13,Warner Bros.,60000000.0,37491364.0,124514011.0
Trouble with the Curve,2012,Drama,PG-13,Warner Bros.,60000000.0,35763137.0,47818913.0
Almost Famous,2000,Comedy,R,Dreamworks SKG,60000000.0,32522352.0,47371191.0
Analyze That,2002,Comedy,R,Warner Bros.,60000000.0,32122249.0,54994757.0
The Soloist,2009,Drama,PG-13,Paramount Pictures,60000000.0,31853584.0,38522450.0
The Legend of Bagger Vance,2000,Drama,PG-13,Dreamworks SKG,60000000.0,30695227.0,39235486.0
Dragonfly,2002,Drama,PG-13,Universal,60000000.0,30063805.0,30063805.0
First Man,2018,Drama,PG-13,Universal,60000000.0,30000050.0,55500050.0
Garfield: A Tail of Two Kitties,2006,Adventure,PG,20th Century Fox,60000000.0,28426747.0,147985373.0
XXX: State of the Union,2005,Action,PG-13,Sony Pictures,60000000.0,26873932.0,71073932.0
Sinbad: Legend of the Seven Seas,2003,Adventure,PG,Dreamworks SKG,60000000.0,26483452.0,80767884.0
The Spirit,2008,Action,PG-13,Lionsgate,60000000.0,19806188.0,39006188.0
The Last Castle,2001,Drama,R,Dreamworks SKG,60000000.0,18208078.0,20541668.0
Inkheart,2009,Adventure,PG,Warner Bros.,60000000.0,17303424.0,66655938.0
Supernova,2000,Action,PG-13,MGM,60000000.0,14218868.0,14816494.0
Flyboys,2006,Drama,PG-13,MGM,60000000.0,13090630.0,14816379.0
Winter's Tale,2014,Drama,PG-13,Warner Bros.,60000000.0,12600231.0,22468620.0
Meet Dave,2008,Adventure,PG,20th Century Fox,60000000.0,11803254.0,50648806.0
The Great Raid,2005,Action,R,Miramax,60000000.0,10166502.0,10597070.0
Rock Dog,2017,Adventure,PG,Lionsgate,60000000.0,9420546.0,24152192.0
Mortdecai,2015,Adventure,R,Lionsgate,60000000.0,7696134.0,30396134.0
Beyond Borders,2003,Drama,R,Paramount Pictures,60000000.0,4426297.0,11427090.0
Sherlock Gnomes,2018,Adventure,PG,Paramount Pictures,59000000.0,43242871.0,87750965.0
Deadpool,2016,Action,R,20th Century Fox,58000000.0,363070709.0,801029249.0
American Sniper,2014,Drama,R,Warner Bros.,58000000.0,350126372.0,547326372.0
Goosebumps,2015,Horror,PG,Sony Pictures,58000000.0,80069458.0,158905324.0
Red Tails,2012,Action,PG-13,20th Century Fox,58000000.0,49876377.0,50365498.0
The Internship,2013,Comedy,PG-13,20th Century Fox,58000000.0,44672764.0,93672764.0
The Flintstones in Viva Rock Vegas,2000,Adventure,PG,Universal,58000000.0,35231365.0,59431365.0
Sex and the City,2008,Comedy,R,Warner Bros.,57500000.0,152647258.0,415247258.0
Resident Evil: Afterlife,2010,Horror,R,Sony Pictures,57500000.0,60128566.0,295874190.0
That's My Boy,2012,Comedy,R,Sony Pictures,57500000.0,36931089.0,58085235.0
Ghost Rider: Spirit of Vengeance,2012,Action,PG-13,Sony Pictures,57000000.0,51774002.0,149217355.0
After the Sunset,2004,Action,PG-13,New Line,57000000.0,28328132.0,38329114.0
Captain Corelli's Mandolin,2001,Drama,R,Miramax,57000000.0,25528495.0,62097495.0
Anger Management,2003,Comedy,PG-13,Sony Pictures,56000000.0,135560942.0,195660942.0
The Pacifier,2005,Comedy,PG,Walt Disney,56000000.0,113006880.0,198006880.0
Walking Tall,2004,Action,PG-13,MGM,56000000.0,46213824.0,47313824.0
Alvin and the Chipmunks,2007,Adventure,PG,20th Century Fox,55000000.0,217326974.0,362605033.0
Meet the Parents,2000,Comedy,PG-13,Universal,55000000.0,166225040.0,330425040.0
The Pursuit of Happyness,2006,Drama,PG-13,Sony Pictures,55000000.0,162586036.0,307311093.0
Fifty Shades Darker,2017,Drama,R,Universal,55000000.0,114434010.0,381437482.0
Captain Phillips,2013,Drama,PG-13,Sony Pictures,55000000.0,107136417.0,220648184.0
American Wedding,2003,Comedy,R,Universal,55000000.0,104354205.0,126425115.0
Murder on the Orient Express,2017,Drama,PG-13,20th Century Fox,55000000.0,102826543.0,345924923.0
The Equalizer,2014,Action,R,Sony Pictures,55000000.0,101530738.0,192903624.0
Fifty Shades Freed,2018,Drama,R,Universal,55000000.0,100407760.0,371222158.0
Date Night,2010,Comedy,PG-13,20th Century Fox,55000000.0,98711404.0,152269033.0
Paddington,2015,Adventure,PG,Weinstein Co.,55000000.0,76223578.0,258789097.0
